threshold,hybrid_token_f1,hybrid_fuzzy,extractive_count,generative_count,extractive_rate
1.669921875,0.6702993415751443,0.8261412924725449,44,116,0.275
1.716796875,0.668093459222203,0.8252985958433314,43,117,0.26875
1.7900390625,0.6685486412950322,0.8255122473416666,42,118,0.2625
1.86328125,0.6690200852605495,0.8263250547269767,41,119,0.25625
1.880859375,0.6637316237220879,0.8230029826549046,40,120,0.25
2.1015625,0.662950373722088,0.8227188917458136,39,121,0.24375
2.251953125,0.662950373722088,0.8227188917458136,38,122,0.2375
2.41015625,0.663598521870236,0.8236648660993978,37,123,0.23125
2.46484375,0.6677651885369027,0.8279478610232559,36,124,0.225
2.5,0.6655330456797599,0.8279478610232559,35,125,0.21875
2.701171875,0.6635799206797599,0.8270273183875968,34,126,0.2125
2.8515625,0.6655195758521737,0.8282528085836753,33,127,0.20625
2.89453125,0.6668703084529064,0.8281396493078947,32,128,0.2
3.10546875,0.6668703084529064,0.8281396493078947,31,129,0.19375
3.18359375,0.6666686955496806,0.8281396493078947,30,130,0.1875
3.2265625,0.6609395288830138,0.8252286904037851,29,131,0.18125
3.248046875,0.6659742511052361,0.8285259344982732,28,132,0.175
3.341796875,0.6655836261052361,0.8284391289427177,27,133,0.16875
3.34375,0.6615395084581772,0.8259125331980368,26,134,0.1625
3.412109375,0.6610556374904353,0.8256583692352422,25,135,0.15625
3.474609375,0.6610556374904353,0.8256583692352422,24,136,0.15
3.57421875,0.6585218537066515,0.8256583692352422,23,137,0.14375
4.0234375,0.6532586958119146,0.8224083692352423,22,138,0.1375
4.0390625,0.6584372672404861,0.8258074920422598,21,139,0.13125
4.09765625,0.6574997672404861,0.8256512420422597,20,140,0.125
4.234375,0.6619991529898718,0.8287784811155818,19,141,0.11875
4.48828125,0.6619991529898718,0.8287784811155818,18,142,0.1125
4.6171875,0.6619991529898718,0.8287784811155818,17,143,0.10625
4.72265625,0.6612179029898717,0.8287784811155818,16,144,0.1
4.83984375,0.6606970696565385,0.8287784811155818,15,145,0.09375
5.28125,0.6606970696565385,0.8287784811155818,14,146,0.0875
5.71484375,0.6590523328144332,0.8278682869408247,13,147,0.08125
5.78515625,0.66087772963983,0.8296360723682487,12,148,0.075
5.94921875,0.6661661911782917,0.8332899185220948,11,149,0.06875
6.22265625,0.6626939689560694,0.8314149185220947,10,150,0.0625
6.59765625,0.6678801391688353,0.8349750451043733,9,151,0.05625
6.7109375,0.6678801391688353,0.8349750451043733,8,152,0.05
6.8515625,0.6645147545534507,0.8349750451043733,7,153,0.04375
6.87890625,0.6645147545534507,0.8349750451043733,6,154,0.0375
7.39453125,0.6645147545534507,0.8349750451043733,5,155,0.03125
8.1875,0.6645147545534507,0.8349750451043733,4,156,0.025
8.578125,0.6645147545534507,0.8349750451043733,3,157,0.01875
8.71875,0.6636218974105935,0.8349750451043733,2,158,0.0125
10.5234375,0.6621513091752995,0.8347964736758018,1,159,0.00625
10.523437500000002,0.6621513091752995,0.8347964736758018,0,160,0.0
